PI_email	Institution_of_dataset	Dataset	Request_timeStamp	Expected_answer
karenb@uci.edu	UCD	Data Set 34	1668680315	N
karenb@uci.edu	UCI	Data Set 27	1671444245	N
karenb@uci.edu	UCSD	Data Set 15	1669118382	N
karenb@uci.edu	UCSD	Data Set 16	1668247338	Y
karenb@uci.edu	UCSD	Data Set 17	1669937002	N
karenb@uci.edu	UCSD	Data Set 18	1667846077	N
karenb@uci.edu	UCSD	Data Set 110	1669379644	N
karenb@uci.edu	UCI	Data Set 22	1669137555	N
karenb@uci.edu	UCD	Data Set 32	1671977675	N
karenb@uci.edu	UCI	Data Set 210	1668791702	N
karenb@uci.edu	UCD	Data Set 33	1669257712	N
karenb@uci.edu	UCD	Data Set 38	1667429779	Y
karenb@uci.edu	UCSD	Data Set 11	1669313013	N
karenb@uci.edu	UCSD	Data Set 19	1668685845	N
karenb@uci.edu	UCI	Data Set 23	1670644475	N
katherinecampbell17@uci.edu	UCI	Data Set 23	1671395202	N
katherinecampbell17@uci.edu	UCI	Data Set 24	1669096863	N
katherinecampbell17@uci.edu	UCI	Data Set 210	1668656125	N
katherinecampbell17@uci.edu	UCSD	Data Set 12	1670262064	N
katherinecampbell17@uci.edu	UCSD	Data Set 14	1670199888	N
katherinecampbell17@uci.edu	UCD	Data Set 34	1670945974	N
katherinecampbell17@uci.edu	UCI	Data Set 26	1669983028	N
katherinecampbell17@uci.edu	UCSD	Data Set 110	1669111442	N
katherinecampbell17@uci.edu	UCSD	Data Set 18	1668422731	Y
katherinecampbell17@uci.edu	UCD	Data Set 31	1668785175	N
katherinecampbell17@uci.edu	UCD	Data Set 36	1672099456	N
katherinecampbell17@uci.edu	UCI	Data Set 25	1671946038	N
katherinecampbell17@uci.edu	UCSD	Data Set 19	1668777116	N
katherinecampbell17@uci.edu	UCD	Data Set 33	1672358371	N
kwood6@uci.edu	UCSD	Data Set 17	1668735367	N
kwood6@uci.edu	UCI	Data Set 21	1669843150	Y
kwood6@uci.edu	UCSD	Data Set 13	1670046621	N
kwood6@uci.edu	UCSD	Data Set 18	1670130945	Y
kwood6@uci.edu	UCI	Data Set 28	1668518659	N
kwood6@uci.edu	UCD	Data Set 37	1669880366	N
kwood6@uci.edu	UCSD	Data Set 14	1667583203	N
kwood6@uci.edu	UCI	Data Set 29	1667421492	Y
kwood6@uci.edu	UCD	Data Set 310	1670379750	Y
kwood6@uci.edu	UCSD	Data Set 110	1667296946	N
kwood6@uci.edu	UCSD	Data Set 16	1668148698	N
kwood6@uci.edu	UCSD	Data Set 11	1669297639	N
kwood6@uci.edu	UCI	Data Set 23	1671947711	N
kwood6@uci.edu	UCD	Data Set 38	1670289396	Y
kwood6@uci.edu	UCI	Data Set 25	1670798426	N
kwood6@uci.edu	UCSD	Data Set 15	1669921760	N
kwood6@uci.edu	UCI	Data Set 26	1670728220	N
kennethd@uci.edu	UCI	Data Set 27	1667698570	N
kennethd@uci.edu	UCSD	Data Set 17	1670553964	N
kennethd@uci.edu	UCD	Data Set 310	1667837643	N
kennethd@uci.edu	UCSD	Data Set 16	1668962114	N
kgomez@uci.edu	UCD	Data Set 39	1668642064	N
kgomez@uci.edu	UCD	Data Set 37	1671963829	N
kgomez@uci.edu	UCD	Data Set 32	1667633095	N
kgomez@uci.edu	UCD	Data Set 31	1670583880	N
kgomez@uci.edu	UCI	Data Set 24	1671013723	N
kgomez@uci.edu	UCSD	Data Set 13	1667679035	N
kgomez@uci.edu	UCSD	Data Set 19	1669950092	N
kgomez@uci.edu	UCI	Data Set 28	1672328571	N
kgomez@uci.edu	UCI	Data Set 23	1669555054	N
kgomez@uci.edu	UCD	Data Set 310	1669286034	N
kgomez@uci.edu	UCI	Data Set 21	1667767724	Y
kenneththompson@uci.edu	UCD	Data Set 38	1672292033	N
kenneththompson@uci.edu	UCI	Data Set 21	1670716906	Y
kenneththompson@uci.edu	UCD	Data Set 37	1669832154	N
kenneththompson@uci.edu	UCSD	Data Set 16	1668005119	Y
kenneththompson@uci.edu	UCSD	Data Set 15	1671982114	N
kenneththompson@uci.edu	UCSD	Data Set 19	1671994137	N
kenneththompson@uci.edu	UCD	Data Set 310	1671968436	Y
kenneththompson@uci.edu	UCI	Data Set 25	1667963579	N
kenneththompson@uci.edu	UCI	Data Set 210	1669730901	N
kenneththompson@uci.edu	UCD	Data Set 35	1669185807	N
kenneththompson@uci.edu	UCD	Data Set 32	1671375883	N
kenneththompson@uci.edu	UCI	Data Set 22	1668375357	N
kenneththompson@uci.edu	UCI	Data Set 24	1667705396	N
kenneththompson@uci.edu	UCSD	Data Set 110	1668114091	N
kenneththompson@uci.edu	UCD	Data Set 36	1667798406	Y
kenneththompson@uci.edu	UCSD	Data Set 11	1671086338	N
kenneththompson@uci.edu	UCI	Data Set 26	1671438595	N
kenneththompson@uci.edu	UCI	Data Set 29	1668073698	Y
kenneththompson@uci.edu	UCSD	Data Set 12	1670353724	N
kenneththompson@uci.edu	UCD	Data Set 33	1670379517	N
kenneththompson@uci.edu	UCD	Data Set 34	1671004367	N
kenneththompson@uci.edu	UCD	Data Set 39	1669674828	N
kenneththompson@uci.edu	UCI	Data Set 23	1672154950	N
kenneththompson@uci.edu	UCSD	Data Set 13	1668121182	N
ka@uci.edu	UCD	Data Set 39	1671851192	N
ka@uci.edu	UCD	Data Set 310	1671830537	Y
ka@uci.edu	UCD	Data Set 35	1667886328	Y
ka@uci.edu	UCD	Data Set 38	1671560192	Y
ka@uci.edu	UCSD	Data Set 13	1671822230	Y
ka@uci.edu	UCSD	Data Set 14	1671201204	N
ka@uci.edu	UCSD	Data Set 15	1669705480	N
ka@uci.edu	UCSD	Data Set 110	1671327593	N
ka@uci.edu	UCI	Data Set 25	1672350672	N
ka@uci.edu	UCI	Data Set 21	1668389434	Y
ka@uci.edu	UCI	Data Set 28	1669667603	N
ka@uci.edu	UCD	Data Set 33	1668615559	N
ka@uci.edu	UCD	Data Set 37	1668403343	N
ka@uci.edu	UCSD	Data Set 16	1668105420	N
ka@uci.edu	UCSD	Data Set 11	1667341191	N
ka@uci.edu	UCSD	Data Set 18	1670898196	N
ka@uci.edu	UCI	Data Set 22	1671171106	N
ka@uci.edu	UCI	Data Set 29	1672246000	N
ka@uci.edu	UCI	Data Set 27	1670568795	N
ka@uci.edu	UCSD	Data Set 19	1670735646	N
ka@uci.edu	UCI	Data Set 23	1671167470	N
ka@uci.edu	UCD	Data Set 31	1669459107	N
ka@uci.edu	UCSD	Data Set 12	1669087585	N
ka@uci.edu	UCD	Data Set 32	1671119387	N
ka@uci.edu	UCI	Data Set 24	1669318868	N
ln@uci.edu	UCSD	Data Set 11	1672066173	N
ln@uci.edu	UCI	Data Set 210	1667748210	N
ln@uci.edu	UCI	Data Set 23	1670258438	N
ln@uci.edu	UCI	Data Set 28	1668714088	N
ln@uci.edu	UCI	Data Set 21	1668246902	N
ln@uci.edu	UCD	Data Set 310	1671314099	N
ln@uci.edu	UCD	Data Set 33	1671300881	N
ln@uci.edu	UCD	Data Set 32	1669273021	N
ln@uci.edu	UCD	Data Set 35	1668739456	N
ln@uci.edu	UCI	Data Set 24	1669094277	N
ln@uci.edu	UCSD	Data Set 16	1668406773	Y
ln@uci.edu	UCI	Data Set 29	1670236871	N
ln@uci.edu	UCSD	Data Set 12	1669593526	N
ln@uci.edu	UCSD	Data Set 13	1669514004	N
ln@uci.edu	UCD	Data Set 34	1668424452	Y
ln@uci.edu	UCD	Data Set 39	1667765174	N
ln@uci.edu	UCI	Data Set 26	1669049691	N
ln@uci.edu	UCI	Data Set 25	1670585528	N
ln@uci.edu	UCD	Data Set 31	1668616864	N
ln@uci.edu	UCSD	Data Set 110	1667760787	Y
margaretwilliams@uci.edu	UCI	Data Set 210	1672173520	N
margaretwilliams@uci.edu	UCD	Data Set 36	1667922528	Y
margaretwilliams@uci.edu	UCI	Data Set 24	1669603230	N
margaretwilliams@uci.edu	UCD	Data Set 33	1667628725	N
margaretwilliams@uci.edu	UCSD	Data Set 17	1671337700	N
margaretwilliams@uci.edu	UCSD	Data Set 15	1669742994	Y
margaretwilliams@uci.edu	UCI	Data Set 28	1668515673	N
margaretwilliams@uci.edu	UCI	Data Set 21	1671179225	N
margaretwilliams@uci.edu	UCD	Data Set 31	1670221798	N
margaretwilliams@uci.edu	UCD	Data Set 39	1669159922	N
margaretwilliams@uci.edu	UCI	Data Set 23	1670520105	N
margaretwilliams@uci.edu	UCD	Data Set 34	1670222422	Y
margaretwilliams@uci.edu	UCSD	Data Set 16	1667500180	Y
margaretwilliams@uci.edu	UCD	Data Set 38	1672378062	Y
margaretwilliams@uci.edu	UCI	Data Set 26	1668356222	N
margaretwilliams@uci.edu	UCI	Data Set 25	1668368421	N
margaretwilliams@uci.edu	UCSD	Data Set 18	1672006033	N
margaretwilliams@uci.edu	UCD	Data Set 310	1671243635	Y
margaretwilliams@uci.edu	UCI	Data Set 22	1669073264	N
margaretwilliams@uci.edu	UCD	Data Set 32	1670599063	N
margaretwilliams@uci.edu	UCSD	Data Set 11	1669030524	N
margaretwilliams@uci.edu	UCSD	Data Set 12	1668999713	Y
margaretwilliams@uci.edu	UCI	Data Set 27	1671330227	N
margaretwilliams@uci.edu	UCSD	Data Set 19	1668200424	N
mreed@uci.edu	UCSD	Data Set 14	1668328305	N
mreed@uci.edu	UCI	Data Set 23	1670251204	N
mreed@uci.edu	UCD	Data Set 310	1668579973	N
mreed@uci.edu	UCSD	Data Set 110	1670508579	Y
mreed@uci.edu	UCI	Data Set 22	1671810701	N
mreed@uci.edu	UCD	Data Set 35	1667565731	Y
mreed@uci.edu	UCI	Data Set 25	1670025844	N
mreed@uci.edu	UCSD	Data Set 13	1669331815	N
mreed@uci.edu	UCD	Data Set 39	1667960578	N
mreed@uci.edu	UCD	Data Set 37	1672400263	N
mreed@uci.edu	UCI	Data Set 26	1671243461	Y
mreed@uci.edu	UCSD	Data Set 11	1668087316	N
markparker@uci.edu	UCI	Data Set 26	1671779051	N
markparker@uci.edu	UCD	Data Set 35	1669420189	N
markparker@uci.edu	UCI	Data Set 210	1669699594	N
markparker@uci.edu	UCSD	Data Set 11	1669895100	N
markparker@uci.edu	UCI	Data Set 21	1670115761	Y
markparker@uci.edu	UCI	Data Set 28	1668154203	N
markparker@uci.edu	UCI	Data Set 22	1669816684	N
markparker@uci.edu	UCD	Data Set 32	1670405215	N
markparker@uci.edu	UCSD	Data Set 12	1670503568	N
markparker@uci.edu	UCD	Data Set 33	1668406383	N
markparker@uci.edu	UCSD	Data Set 14	1668256833	N
markparker@uci.edu	UCSD	Data Set 15	1668109487	N
markparker@uci.edu	UCD	Data Set 34	1672259042	N
markrichardson64@ucd.edu	UCSD	Data Set 15	1670509597	N
markrichardson64@ucd.edu	UCSD	Data Set 18	1668742979	Y
markrichardson64@ucd.edu	UCI	Data Set 23	1670095954	N
markrichardson64@ucd.edu	UCSD	Data Set 17	1671576154	N
markrichardson64@ucd.edu	UCD	Data Set 37	1669189576	N
markrichardson64@ucd.edu	UCI	Data Set 24	1670487091	N
markrichardson64@ucd.edu	UCD	Data Set 310	1670298802	N
markrichardson64@ucd.edu	UCI	Data Set 26	1670558133	Y
markrichardson64@ucd.edu	UCSD	Data Set 13	1669419743	N
markrichardson64@ucd.edu	UCD	Data Set 39	1668260907	N
markrichardson64@ucd.edu	UCI	Data Set 22	1671712149	N
markrichardson64@ucd.edu	UCD	Data Set 36	1671202382	N
markrichardson64@ucd.edu	UCSD	Data Set 19	1669977892	Y
markrichardson64@ucd.edu	UCSD	Data Set 12	1672204316	N
markrichardson64@ucd.edu	UCD	Data Set 32	1671820644	N
markrichardson64@ucd.edu	UCD	Data Set 38	1669834929	Y
markrichardson64@ucd.edu	UCI	Data Set 29	1669529946	N
markrichardson64@ucd.edu	UCD	Data Set 35	1668702786	N
markrichardson64@ucd.edu	UCI	Data Set 25	1670320704	N
markrichardson64@ucd.edu	UCI	Data Set 27	1668452074	N
markrichardson64@ucd.edu	UCI	Data Set 210	1670717244	N
markrichardson64@ucd.edu	UCSD	Data Set 14	1668267445	N
markrichardson64@ucd.edu	UCD	Data Set 31	1671487562	Y
markrichardson64@ucd.edu	UCSD	Data Set 110	1671285344	Y
markrichardson64@ucd.edu	UCD	Data Set 33	1671780588	N
markrichardson64@ucd.edu	UCD	Data Set 34	1669145099	Y
mrobinson@ucd.edu	UCSD	Data Set 14	1668762213	Y
mrobinson@ucd.edu	UCI	Data Set 23	1671191565	N
mrobinson@ucd.edu	UCI	Data Set 22	1668400116	Y
mrobinson@ucd.edu	UCD	Data Set 310	1669107700	Y
mrobinson@ucd.edu	UCSD	Data Set 19	1670375456	Y
mrobinson@ucd.edu	UCSD	Data Set 18	1668001695	Y
mrobinson@ucd.edu	UCSD	Data Set 17	1670813514	N
mrobinson@ucd.edu	UCI	Data Set 26	1671601309	N
mrobinson@ucd.edu	UCSD	Data Set 13	1671714833	N
mrobinson@ucd.edu	UCSD	Data Set 11	1672271471	N
mrobinson@ucd.edu	UCSD	Data Set 12	1671727316	N
mrobinson@ucd.edu	UCI	Data Set 24	1668547896	N
mrobinson@ucd.edu	UCD	Data Set 34	1669873477	Y
mrobinson@ucd.edu	UCI	Data Set 28	1671095286	N
mrobinson@ucd.edu	UCSD	Data Set 110	1670114754	N
mrobinson@ucd.edu	UCD	Data Set 32	1671708879	N
mrobinson@ucd.edu	UCD	Data Set 38	1671984847	Y
mrobinson@ucd.edu	UCD	Data Set 31	1670522003	Y
mrobinson@ucd.edu	UCD	Data Set 33	1671785174	N
mrobinson@ucd.edu	UCD	Data Set 35	1667704259	N
mrobinson@ucd.edu	UCD	Data Set 37	1670983396	N
mrobinson@ucd.edu	UCI	Data Set 27	1667768700	N
mrobinson@ucd.edu	UCSD	Data Set 16	1672389938	Y
mrobinson@ucd.edu	UCI	Data Set 25	1667708695	N
mrobinson@ucd.edu	UCSD	Data Set 15	1670110744	N
mrobinson@ucd.edu	UCI	Data Set 210	1668793048	Y
mrobinson@ucd.edu	UCD	Data Set 39	1672003745	N
mrobinson@ucd.edu	UCI	Data Set 29	1667477770	Y
ms@ucd.edu	UCD	Data Set 37	1672403485	N
ms@ucd.edu	UCSD	Data Set 15	1670508699	N
ms@ucd.edu	UCI	Data Set 25	1671083203	N
ms@ucd.edu	UCSD	Data Set 12	1667747660	N
ms@ucd.edu	UCSD	Data Set 17	1671474978	N
ms@ucd.edu	UCD	Data Set 39	1668613180	N
ms@ucd.edu	UCI	Data Set 27	1667566641	N
ms@ucd.edu	UCI	Data Set 28	1670727111	N
ms@ucd.edu	UCSD	Data Set 18	1671311772	Y
ms@ucd.edu	UCSD	Data Set 19	1667728542	N
ms@ucd.edu	UCI	Data Set 24	1672435767	N
ms@ucd.edu	UCD	Data Set 310	1671030817	N
ms@ucd.edu	UCSD	Data Set 110	1669251461	N
ms@ucd.edu	UCI	Data Set 26	1668280771	N
ms@ucd.edu	UCSD	Data Set 11	1668664315	N
ms@ucd.edu	UCD	Data Set 36	1668927879	N
ms@ucd.edu	UCI	Data Set 21	1669412685	Y
ms@ucd.edu	UCI	Data Set 29	1669331999	N
ms@ucd.edu	UCSD	Data Set 16	1672137496	Y
ms@ucd.edu	UCD	Data Set 38	1669333556	N
ms@ucd.edu	UCD	Data Set 35	1668264590	Y
ms@ucd.edu	UCI	Data Set 22	1670162783	N
ms@ucd.edu	UCD	Data Set 33	1671508682	N
medwards@ucd.edu	UCSD	Data Set 17	1670208362	N
medwards@ucd.edu	UCI	Data Set 22	1671893111	N
medwards@ucd.edu	UCSD	Data Set 11	1670730440	N
medwards@ucd.edu	UCI	Data Set 21	1671574421	Y
medwards@ucd.edu	UCI	Data Set 26	1671833484	N
medwards@ucd.edu	UCD	Data Set 310	1669112972	N
medwards@ucd.edu	UCD	Data Set 32	1669771825	Y
medwards@ucd.edu	UCD	Data Set 39	1671825752	N
medwards@ucd.edu	UCI	Data Set 25	1668008481	N
medwards@ucd.edu	UCSD	Data Set 16	1670551383	Y
medwards@ucd.edu	UCI	Data Set 27	1669033810	N
medwards@ucd.edu	UCSD	Data Set 12	1667809012	N
medwards@ucd.edu	UCD	Data Set 33	1669907918	N
medwards@ucd.edu	UCI	Data Set 23	1667562195	N
medwards@ucd.edu	UCD	Data Set 31	1670345468	N
medwards@ucd.edu	UCD	Data Set 34	1667794385	N
medwards@ucd.edu	UCI	Data Set 210	1670387215	N
medwards@ucd.edu	UCSD	Data Set 13	1668714523	N
medwards@ucd.edu	UCSD	Data Set 15	1669867583	N
medwards@ucd.edu	UCI	Data Set 28	1669577334	N
medwards@ucd.edu	UCSD	Data Set 14	1668096031	N
medwards@ucd.edu	UCSD	Data Set 19	1669940264	N
medwards@ucd.edu	UCSD	Data Set 18	1671171947	Y
medwards@ucd.edu	UCD	Data Set 35	1671081667	Y
medwards@ucd.edu	UCI	Data Set 24	1668173607	N
medwards@ucd.edu	UCD	Data Set 37	1667457204	N
medwards@ucd.edu	UCI	Data Set 29	1667818443	N
medwards@ucd.edu	UCSD	Data Set 110	1668718846	N
medwards@ucd.edu	UCD	Data Set 38	1667616991	N
marym@ucd.edu	UCD	Data Set 310	1670813388	N
marym@ucd.edu	UCI	Data Set 27	1668209138	N
marym@ucd.edu	UCSD	Data Set 13	1668267587	N
marym@ucd.edu	UCD	Data Set 39	1672071612	N
marym@ucd.edu	UCI	Data Set 21	1668473956	Y
marym@ucd.edu	UCI	Data Set 28	1668391811	N
marym@ucd.edu	UCSD	Data Set 110	1667626313	Y
marym@ucd.edu	UCI	Data Set 29	1668722620	N
marym@ucd.edu	UCD	Data Set 37	1667417823	N
marym@ucd.edu	UCD	Data Set 32	1670626921	N
marym@ucd.edu	UCD	Data Set 36	1667696300	N
marym@ucd.edu	UCI	Data Set 24	1668674068	N
marym@ucd.edu	UCI	Data Set 25	1667621381	N
marym@ucd.edu	UCD	Data Set 31	1668095572	N
marym@ucd.edu	UCD	Data Set 38	1669057275	Y
marym@ucd.edu	UCSD	Data Set 18	1669232715	Y
marym@ucd.edu	UCI	Data Set 23	1669945059	N
marym@ucd.edu	UCD	Data Set 34	1671750527	Y
marym@ucd.edu	UCSD	Data Set 14	1670064134	N
mn23@ucd.edu	UCI	Data Set 26	1669938112	N
mn23@ucd.edu	UCSD	Data Set 15	1669140965	N
mn23@ucd.edu	UCI	Data Set 24	1668481984	N
mn23@ucd.edu	UCI	Data Set 27	1667388326	N
mn23@ucd.edu	UCSD	Data Set 19	1671673756	N
mn23@ucd.edu	UCI	Data Set 23	1668933631	N
mn23@ucd.edu	UCD	Data Set 310	1672448311	N
mn23@ucd.edu	UCI	Data Set 22	1672153437	N
mn23@ucd.edu	UCD	Data Set 36	1668569631	Y
mn23@ucd.edu	UCSD	Data Set 12	1670163583	N
mn23@ucd.edu	UCD	Data Set 37	1668143238	N
mn23@ucd.edu	UCI	Data Set 29	1669502748	N
michelleyoung4@ucd.edu	UCI	Data Set 26	1669745725	N
michelleyoung4@ucd.edu	UCD	Data Set 32	1670646086	Y
michelleyoung4@ucd.edu	UCD	Data Set 31	1667685054	N
michelleyoung4@ucd.edu	UCI	Data Set 210	1668342480	N
michelleyoung4@ucd.edu	UCSD	Data Set 12	1669853221	N
michelleyoung4@ucd.edu	UCSD	Data Set 19	1667966820	N
michelleyoung4@ucd.edu	UCD	Data Set 39	1671029563	N
michelleyoung4@ucd.edu	UCSD	Data Set 16	1667602252	Y
michelleyoung4@ucd.edu	UCD	Data Set 38	1670277065	N
michelleyoung4@ucd.edu	UCSD	Data Set 13	1668795890	N
michelleyoung4@ucd.edu	UCSD	Data Set 18	1670642042	Y
michelleyoung4@ucd.edu	UCSD	Data Set 11	1672021528	N
michelleyoung4@ucd.edu	UCSD	Data Set 14	1671431740	N
michelleyoung4@ucd.edu	UCI	Data Set 27	1672250591	N
michelleyoung4@ucd.edu	UCD	Data Set 33	1668166989	N
michelleyoung4@ucd.edu	UCD	Data Set 35	1668723860	N
michelleyoung4@ucd.edu	UCD	Data Set 36	1671517769	Y
michelleyoung4@ucd.edu	UCI	Data Set 24	1671031991	N
michelleyoung4@ucd.edu	UCD	Data Set 310	1671767177	N
michelleyoung4@ucd.edu	UCI	Data Set 25	1671828617	N
michelleyoung4@ucd.edu	UCD	Data Set 34	1671698550	N
michelleyoung4@ucd.edu	UCI	Data Set 21	1667713156	Y
michelleyoung4@ucd.edu	UCSD	Data Set 110	1670685188	N
michelleyoung4@ucd.edu	UCSD	Data Set 15	1669389928	N
michelleyoung4@ucd.edu	UCI	Data Set 29	1667922180	N
michelleyoung4@ucd.edu	UCI	Data Set 23	1670824720	N
michelleyoung4@ucd.edu	UCI	Data Set 28	1667914308	N
michelleyoung4@ucd.edu	UCSD	Data Set 17	1668938519	N
michelleyoung4@ucd.edu	UCD	Data Set 37	1667720684	N
michelleyoung4@ucd.edu	UCI	Data Set 22	1668698626	N
nancya@ucd.edu	UCI	Data Set 27	1667958677	N
nancya@ucd.edu	UCD	Data Set 35	1670877136	N
nancya@ucd.edu	UCI	Data Set 22	1670787602	N
nancya@ucd.edu	UCSD	Data Set 15	1670870514	N
nancya@ucd.edu	UCI	Data Set 28	1670643771	Y
nancya@ucd.edu	UCI	Data Set 210	1667831159	N
nancya@ucd.edu	UCD	Data Set 32	1671115011	N
nancya@ucd.edu	UCD	Data Set 39	1671792065	N
nancya@ucd.edu	UCD	Data Set 37	1671258139	N
nancya@ucd.edu	UCSD	Data Set 12	1671746253	N
nancya@ucd.edu	UCSD	Data Set 13	1672053648	N
nancya@ucd.edu	UCD	Data Set 310	1669100524	N
nancya@ucd.edu	UCSD	Data Set 19	1669227378	Y
nancya@ucd.edu	UCI	Data Set 25	1670122237	N
nancya@ucd.edu	UCI	Data Set 26	1668027851	Y
nancya@ucd.edu	UCSD	Data Set 11	1672140120	Y
nancya@ucd.edu	UCI	Data Set 24	1670714112	Y
nancya@ucd.edu	UCI	Data Set 23	1668192952	Y
nancya@ucd.edu	UCD	Data Set 34	1669275926	Y
nicholaswatson58@ucd.edu	UCSD	Data Set 12	1670176231	N
nicholaswatson58@ucd.edu	UCSD	Data Set 15	1670369398	N
nicholaswatson58@ucd.edu	UCD	Data Set 33	1671604929	N
nicholaswatson58@ucd.edu	UCD	Data Set 37	1670077840	N
nicholaswatson58@ucd.edu	UCD	Data Set 36	1667349423	Y
nicholaswatson58@ucd.edu	UCI	Data Set 28	1668923357	N
nicholaswatson58@ucd.edu	UCD	Data Set 310	1668113584	Y
nicholaswatson58@ucd.edu	UCSD	Data Set 16	1671311674	Y
nicholaswatson58@ucd.edu	UCD	Data Set 32	1667715813	N
nicholaswatson58@ucd.edu	UCI	Data Set 22	1671535335	N
nicholaswatson58@ucd.edu	UCI	Data Set 21	1670054558	Y
nicholaswatson58@ucd.edu	UCI	Data Set 29	1670745081	Y
nicholaswatson58@ucd.edu	UCI	Data Set 24	1670557682	N
nicholaswatson58@ucd.edu	UCI	Data Set 210	1667304857	N
nicholaswatson58@ucd.edu	UCSD	Data Set 18	1669829392	Y
nicholaswatson58@ucd.edu	UCSD	Data Set 11	1668805759	N
nicholaswatson58@ucd.edu	UCD	Data Set 38	1670204576	N
nicholaswatson58@ucd.edu	UCD	Data Set 35	1669208430	Y
nicholaswatson58@ucd.edu	UCSD	Data Set 17	1667432775	N
nicholaswatson58@ucd.edu	UCI	Data Set 23	1669735399	N
nicholaswatson58@ucd.edu	UCD	Data Set 34	1670752446	N
nicholaswatson58@ucd.edu	UCD	Data Set 31	1672095635	N
nicholaswatson58@ucd.edu	UCSD	Data Set 13	1669373883	N
nicholaswatson58@ucd.edu	UCSD	Data Set 14	1671153092	N
nicholaswatson58@ucd.edu	UCI	Data Set 27	1670909415	N
nicholaswatson58@ucd.edu	UCD	Data Set 39	1669507229	N
nicholaswatson58@ucd.edu	UCI	Data Set 25	1671406560	N
nicholaswatson58@ucd.edu	UCSD	Data Set 19	1670816074	Y
palvarez@ucd.edu	UCD	Data Set 32	1667693724	N
palvarez@ucd.edu	UCSD	Data Set 18	1671935224	Y
palvarez@ucd.edu	UCSD	Data Set 16	1667967702	N
palvarez@ucd.edu	UCI	Data Set 27	1671978547	N
palvarez@ucd.edu	UCD	Data Set 39	1669557192	N
palvarez@ucd.edu	UCD	Data Set 35	1670670763	Y
palvarez@ucd.edu	UCI	Data Set 26	1667409370	Y
palvarez@ucd.edu	UCI	Data Set 25	1668622371	N
palvarez@ucd.edu	UCSD	Data Set 11	1667348016	N
palvarez@ucd.edu	UCI	Data Set 23	1671637097	N
palvarez@ucd.edu	UCI	Data Set 21	1671240136	Y
palvarez@ucd.edu	UCSD	Data Set 15	1667502227	N
palvarez@ucd.edu	UCD	Data Set 31	1668029418	N
palvarez@ucd.edu	UCSD	Data Set 12	1670885569	N
pr@ucd.edu	UCSD	Data Set 13	1672318447	N
pr@ucd.edu	UCD	Data Set 33	1671666998	N
pr@ucd.edu	UCI	Data Set 26	1668741235	N
pr@ucd.edu	UCSD	Data Set 110	1669058197	N
pr@ucd.edu	UCI	Data Set 210	1667763869	N
pr@ucd.edu	UCI	Data Set 22	1669552097	N
pr@ucd.edu	UCI	Data Set 27	1667829212	N
pr@ucd.edu	UCSD	Data Set 14	1668093756	N
pr@ucd.edu	UCD	Data Set 32	1670168601	N
pr@ucd.edu	UCD	Data Set 31	1667619834	Y
pr@ucd.edu	UCI	Data Set 24	1670372806	N
pr@ucd.edu	UCI	Data Set 23	1671495562	N
pr@ucd.edu	UCD	Data Set 38	1668988841	Y
pr@ucd.edu	UCD	Data Set 35	1668816344	Y
pr@ucd.edu	UCI	Data Set 28	1669344590	Y
pr@ucd.edu	UCSD	Data Set 17	1670439124	N
pr@ucd.edu	UCSD	Data Set 15	1668587740	N
pr@ucd.edu	UCD	Data Set 37	1669801428	N
pr@ucd.edu	UCD	Data Set 34	1669993359	N
pr@ucd.edu	UCI	Data Set 25	1668906114	N
pr@ucd.edu	UCD	Data Set 39	1668028551	N
pr@ucd.edu	UCD	Data Set 310	1671693849	N
paulr23@ucd.edu	UCSD	Data Set 11	1671377230	N
paulr23@ucd.edu	UCSD	Data Set 12	1668048696	N
paulr23@ucd.edu	UCI	Data Set 23	1667556128	N
paulr23@ucd.edu	UCD	Data Set 38	1670192138	N
paulr23@ucd.edu	UCSD	Data Set 19	1671767085	Y
paulr23@ucd.edu	UCI	Data Set 28	1670909550	N
paulr23@ucd.edu	UCSD	Data Set 14	1672218855	N
paulr23@ucd.edu	UCSD	Data Set 18	1670617666	Y
paulr23@ucd.edu	UCSD	Data Set 15	1669276533	N
paulr23@ucd.edu	UCI	Data Set 22	1667319380	N
paulr23@ucd.edu	UCSD	Data Set 17	1667913623	N
paulr23@ucd.edu	UCI	Data Set 25	1672015102	N
paulr23@ucd.edu	UCSD	Data Set 13	1670826028	N
paulr23@ucd.edu	UCD	Data Set 32	1670932119	N
paulr23@ucd.edu	UCD	Data Set 34	1671918024	N
paulr23@ucd.edu	UCI	Data Set 26	1671211606	N
paulr23@ucd.edu	UCD	Data Set 36	1670431678	Y
paulr23@ucd.edu	UCSD	Data Set 16	1669461975	N
paulr23@ucd.edu	UCD	Data Set 31	1669857691	N
paulr23@ucd.edu	UCD	Data Set 37	1671520528	N
paulr23@ucd.edu	UCD	Data Set 310	1672377386	N
paulr23@ucd.edu	UCI	Data Set 29	1670547637	N
paulr23@ucd.edu	UCD	Data Set 33	1671286629	N
paulr23@ucd.edu	UCSD	Data Set 110	1671614948	N
raymondmartinez@ucd.edu	UCSD	Data Set 19	1671705463	N
raymondmartinez@ucd.edu	UCI	Data Set 28	1670477903	Y
raymondmartinez@ucd.edu	UCSD	Data Set 11	1672342416	N
raymondmartinez@ucd.edu	UCI	Data Set 26	1672307742	N
raymondmartinez@ucd.edu	UCD	Data Set 310	1672110888	N
